FreeCAD 0.17, Libs: 0.17RUnknown
         16482684 function calls (14940014 primitive calls) in 6.992 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.001    0.001 fancysets.py:1(<module>)
        1    0.000    0.000    0.016    0.016 __init__.py:432(checkdep_ghostscript)
      165    0.000    0.000    0.001    0.000 basic.py:287(inner_key)
      654    0.000    0.000    0.000    0.000 sre_parse.py:222(isident)
       58    0.000    0.000    0.001    0.000 rcsetup.py:76(f)
       11    0.000    0.000    0.002    0.000 GdmlExpressionParser.py:550(signedAtom)
       42    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 token.py:10(<module>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:75(_listify_validator)
        1    0.000    0.000    0.000    0.000 ccode.py:656(C99CodePrinter)
        5    0.000    0.000    0.000    0.000 __init__.py:108(with_metaclass)
        1    0.000    0.000    0.005    0.005 FlukaLexer.py:3(<module>)
        2    0.000    0.000    0.000    0.000 EllipticalCone.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {select.poll}
        1    0.000    0.000    0.004    0.004 pyparsing.py:5377(pyparsing_common)
        1    0.000    0.000    0.000    0.000 error.py:13(<module>)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ask.py:31(AssumptionKeys)
       65    0.000    0.000    0.000    0.000 ParserRuleContext.py:33(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 types.py:1(<module>)
      481    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        9    0.000    0.000    0.001    0.000 symbol.py:486(symbols)
        1    0.000    0.000    0.000    0.000 digraphs.py:2(<module>)
      116    0.000    0.000    0.000    0.000 UserDict.py:91(get)
        1    0.000    0.000    0.000    0.000 configurable.py:33(Configurable)
        1    0.000    0.000    0.000    0.000 graphml.py:314(GraphML)
       18    0.000    0.000    0.000    0.000 __init__.py:452(format)
      251    0.000    0.000    0.000    0.000 iterables.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 lib_interval.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:11(<module>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
        1    0.000    0.000    0.000    0.000 buffer_mapping.py:4(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.002    0.002 Writer.py:37(addDetector)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
       76    0.000    0.000    0.001    0.000 rcsetup.py:373(validate_color)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:27(<module>)
       80    0.000    0.000    0.000    0.000 {__FreeCADConsole__.PrintLog}
      111    0.000    0.000    0.000    0.000 threading.py:59(__init__)
  145/116    0.000    0.000    0.000    0.000 ast.py:256(__hash__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-684>:1(<module>)
       89    0.000    0.000    0.000    0.000 ATNState.py:192(__init__)
        1    0.000    0.000    0.013    0.013 __init__.py:419(checkdep_dvipng)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 str.py:3(<module>)
       15    0.000    0.000    0.000    0.000 colors.py:176(_to_rgba_no_colorcycle)
      365    0.000    0.000    0.000    0.000 ParserRuleContext.py:121(getChildren)
        2    0.000    0.000    0.023    0.011 subprocess32.py:1525(_communicate)
        1    0.000    0.000    0.000    0.000 formal.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:1240(findCaller)
      115    0.000    0.000    0.000    0.000 ParserRuleContext.py:109(getChild)
        1    0.000    0.000    0.002    0.002 edge_augmentation.py:23(<module>)
        1    0.000    0.000    0.001    0.001 generators.py:14(<module>)
      296    0.000    0.000    0.000    0.000 IntervalSet.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 misc.py:734(ChainMap)
        1    0.000    0.000    0.000    0.000 __init__.py:3088(Requirement)
        1    0.000    0.000    0.000    0.000 newint.py:7(<module>)
      372    0.000    0.000    0.000    0.000 pkgutil.py:170(__init__)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1799(__add__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:171(compare_versions)
       30    0.000    0.000    0.000    0.000 traitlets.py:2175(__init__)
      124    0.000    0.000    0.000    0.000 functions.py:84(defun)
        1    0.000    0.000    0.000    0.000 Mesh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vt100_output.py:178(__init__)
       10    0.000    0.000    0.000    0.000 version.py:268(parse)
        1    0.000    0.000    0.000    0.000 spawnbase.py:23(SpawnBase)
        3    0.000    0.000    0.000    0.000 facts.py:293(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:213(ArgMethodWrapper)
    27/24    0.000    0.000    0.222    0.009 singleton.py:170(__call__)
        1    0.000    0.000    0.000    0.000 mathml.py:3(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:3152(_find_adapter)
        1    0.000    0.000    0.001    0.001 degree_seq.py:16(<module>)
       11    0.000    0.000    0.000    0.000 LexerATNSimulator.py:510(addDFAState)
        1    0.000    0.000    0.000    0.000 ErrorListener.py:10(<module>)
      208    0.000    0.000    0.000    0.000 ATNConfig.py:119(__hash__)
       77    0.000    0.000    0.000    0.000 from_dict.py:21(_colorformat)
        4    0.000    0.000    0.018    0.004 ATNDeserializer.py:59(deserialize)
        1    0.000    0.000    0.000    0.000 betweenness.py:10(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:8(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 preview.py:1(<module>)
       20    0.000    0.000    0.000    0.000 argparse.py:1490(__init__)
     19/4    0.000    0.000    0.000    0.000 pyparsing.py:3319(streamline)
      812    0.000    0.000    0.000    0.000 polyhedron.py:396(corners)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        3    0.000    0.000    0.001    0.000 __init__.py:350(__init__)
       17    0.000    0.000    0.000    0.000 decorators.py:25(deprecated_decorator)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:6(<module>)
      136    0.000    0.000    0.000    0.000 colors.py:107(_is_nth_color)
        5    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
       89    0.000    0.000    0.000    0.000 ATNState.py:186(__init__)
        1    0.000    0.000    0.000    0.000 expect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:14(Expr)
        1    0.000    0.000    0.000    0.000 tempdir.py:4(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:80(<dictcomp>)
        2    0.000    0.000    0.000    0.000 Wedge.py:1(<module>)
        1    0.000    0.000    0.214    0.214 polyhedron.py:596(_pgroup_calcs)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gexf.py:21(<module>)
        1    0.000    0.000    0.000    0.000 margins.py:3(<module>)
       96    0.000    0.000    0.002    0.000 linecache.py:13(getline)
        1    0.000    0.000    0.000    0.000 printer.py:171(<module>)
      200    0.000    0.000    0.000    0.000 IntervalSet.py:18(__contains__)
      154    0.000    0.000    0.000    0.000 argparse.py:570(format)
        1    0.000    0.000    0.000    0.000 planarity.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 quaternion.py:4(<module>)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:129(<module>)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Sphere.py:1(<module>)
        1    0.000    0.000    0.001    0.001 openpy.py:6(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:37(linspace)
       30    0.000    0.000    0.000    0.000 traitlets.py:2275(__init__)
       25    0.000    0.000    0.000    0.000 argparse.py:1404(_get_optional_kwargs)
       22    0.000    0.000    0.000    0.000 symbol.py:215(__new_stage2__)
      356    0.000    0.000    0.000    0.000 conflict.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _version.py:55(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:856(emit)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
       44    0.000    0.000    0.119    0.003 basic.py:104(copy)
       26    0.000    0.000    0.001    0.000 singleton.py:165(__new__)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:1(<module>)
        1    0.000    0.000    0.001    0.001 LexerATNSimulator.py:293(computeStartState)
      761    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 regexopt.py:11(<module>)
        1    0.000    0.000    0.000    0.000 matadd.py:1(<module>)
       10    0.000    0.000    0.018    0.002 magic_arguments.py:139(construct_parser)
        1    0.000    0.000    0.004    0.004 GdmlExpressionParser.py:3(<module>)
       27    0.000    0.000    0.000    0.000 permutations.py:429(__init__)
       80    0.000    0.000    0.000    0.000 ATNState.py:153(__init__)
      139    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 meijerint.py:27(<module>)
        4    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 extension.py:2(<module>)
      130    0.000    0.000    0.000    0.000 token.py:25(__init__)
       34    0.000    0.000    0.013    0.000 dispatcher.py:133(add)
        1    0.000    0.000    0.000    0.000 _signatures.py:192(_ParameterKind)
        1    0.000    0.000    0.000    0.000 conventions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:3(<module>)
       10    0.000    0.000    0.002    0.000 argparse.py:1560(__init__)
       32    0.000    0.000    0.000    0.000 core.py:575(point)
      258    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 alias.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
      2/1    0.000    0.000    0.000    0.000 domreg.py:41(getDOMImplementation)
       34    0.000    0.000    0.013    0.000 dispatcher.py:177(reorder)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4853(_makeTags)
      356    0.000    0.000    0.000    0.000 utils.py:53(<genexpr>)
        4    0.000    0.000    0.000    0.000 subprocess32.py:1473(wait)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:7(<module>)
       54    0.000    0.000    0.000    0.000 logic.py:240(fromstring)
       26    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
      292    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
       64    0.000    0.000    0.003    0.000 Parser.py:354(enterRule)
        1    0.000    0.000    0.000    0.000 output.py:14(Output)
        1    0.000    0.000    0.001    0.001 code.py:2(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:3(<module>)
      141    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 integrals.py:33(Integral)
      348    0.000    0.000    0.000    0.000 facts.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 ordered.py:27(<module>)
       12    0.000    0.000    0.005    0.000 pyparsing.py:4251(__init__)
      132    0.000    0.000    0.000    0.000 ast.py:183(_get_constructor)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 namespace.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:64(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:13(<module>)
        1    0.000    0.000    0.001    0.001 plistlib.py:51(<module>)
      442    0.000    0.000    0.000    0.000 decorator.py:66(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Box.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 egyptian_fraction.py:1(<module>)
      268    0.000    0.000    0.000    0.000 libmpf.py:322(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1602(Helper)
      160    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        1    0.000    0.000    0.000    0.000 piecewise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python.py:749(DgLexer)
        1    0.000    0.000    0.000    0.000 menus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elliptic.py:63(<module>)
      109    0.000    0.000    0.000    0.000 <string>:28(_replace)
